size,m,n,flop,throughput,bytes,GB_per_s,nanoseconds
16,16,16,2.048e+03,2.048e+00,3.088e+03,3.088e+00,1.000e+03
32,32,32,8.192e+03,1.998e+00,1.230e+04,3.001e+00,4.100e+03
48,48,48,1.843e+04,2.025e+00,2.766e+04,3.040e+00,9.100e+03
64,64,64,3.277e+04,2.035e+00,4.917e+04,3.054e+00,1.610e+04
80,80,80,5.120e+04,2.040e+00,7.682e+04,3.060e+00,2.510e+04
96,96,96,7.373e+04,2.042e+00,1.106e+05,3.064e+00,3.610e+04
112,112,112,1.004e+05,2.044e+00,1.505e+05,3.066e+00,4.910e+04
128,128,128,1.311e+05,2.042e+00,1.966e+05,3.063e+00,6.420e+04
144,144,144,1.659e+05,2.048e+00,2.488e+05,3.072e+00,8.100e+04
160,160,160,2.048e+05,2.036e+00,3.072e+05,3.054e+00,1.006e+05
176,176,176,2.478e+05,2.040e+00,3.717e+05,3.059e+00,1.215e+05
192,192,192,2.949e+05,2.031e+00,4.424e+05,3.047e+00,1.452e+05
208,208,208,3.461e+05,2.034e+00,5.192e+05,3.050e+00,1.702e+05
224,224,224,4.014e+05,2.031e+00,6.021e+05,3.047e+00,1.976e+05
240,240,240,4.608e+05,2.034e+00,6.912e+05,3.052e+00,2.265e+05
256,256,256,5.243e+05,2.034e+00,7.864e+05,3.052e+00,2.577e+05
272,272,272,5.919e+05,2.035e+00,8.878e+05,3.053e+00,2.908e+05
288,288,288,6.636e+05,2.034e+00,9.953e+05,3.050e+00,3.263e+05
304,304,304,7.393e+05,2.034e+00,1.109e+06,3.051e+00,3.635e+05
320,320,320,8.192e+05,1.995e+00,1.229e+06,2.993e+00,4.106e+05
336,336,336,9.032e+05,2.032e+00,1.355e+06,3.048e+00,4.445e+05
352,352,352,9.912e+05,2.027e+00,1.487e+06,3.040e+00,4.891e+05
368,368,368,1.083e+06,2.030e+00,1.625e+06,3.044e+00,5.338e+05
384,384,384,1.180e+06,2.030e+00,1.769e+06,3.045e+00,5.812e+05
400,400,400,1.280e+06,2.030e+00,1.920e+06,3.045e+00,6.306e+05
416,416,416,1.384e+06,2.029e+00,2.077e+06,3.044e+00,6.823e+05
432,432,432,1.493e+06,2.031e+00,2.240e+06,3.047e+00,7.350e+05
448,448,448,1.606e+06,2.031e+00,2.408e+06,3.047e+00,7.905e+05
464,464,464,1.722e+06,2.030e+00,2.584e+06,3.045e+00,8.486e+05
480,480,480,1.843e+06,2.031e+00,2.765e+06,3.047e+00,9.074e+05
496,496,496,1.968e+06,2.032e+00,2.952e+06,3.048e+00,9.685e+05
512,512,512,2.097e+06,2.034e+00,3.146e+06,3.051e+00,1.031e+06
528,528,528,2.230e+06,2.032e+00,3.345e+06,3.048e+00,1.098e+06
544,544,544,2.367e+06,2.033e+00,3.551e+06,3.050e+00,1.164e+06
560,560,560,2.509e+06,2.033e+00,3.763e+06,3.049e+00,1.234e+06
576,576,576,2.654e+06,2.032e+00,3.981e+06,3.048e+00,1.306e+06
592,592,592,2.804e+06,2.032e+00,4.206e+06,3.047e+00,1.380e+06
608,608,608,2.957e+06,2.034e+00,4.436e+06,3.051e+00,1.454e+06
624,624,624,3.115e+06,2.032e+00,4.673e+06,3.048e+00,1.533e+06
640,640,640,3.277e+06,2.032e+00,4.915e+06,3.048e+00,1.612e+06
656,656,656,3.443e+06,2.032e+00,5.164e+06,3.049e+00,1.694e+06
672,672,672,3.613e+06,2.032e+00,5.419e+06,3.049e+00,1.778e+06
688,688,688,3.787e+06,2.033e+00,5.680e+06,3.049e+00,1.863e+06
704,704,704,3.965e+06,2.031e+00,5.947e+06,3.047e+00,1.952e+06
720,720,720,4.147e+06,2.029e+00,6.221e+06,3.043e+00,2.044e+06
736,736,736,4.334e+06,2.033e+00,6.500e+06,3.049e+00,2.132e+06
752,752,752,4.524e+06,2.029e+00,6.786e+06,3.043e+00,2.230e+06
768,768,768,4.719e+06,2.032e+00,7.078e+06,3.047e+00,2.323e+06
784,784,784,4.917e+06,2.032e+00,7.376e+06,3.048e+00,2.420e+06
800,800,800,5.120e+06,2.031e+00,7.680e+06,3.047e+00,2.521e+06
816,816,816,5.327e+06,2.031e+00,7.990e+06,3.046e+00,2.623e+06
832,832,832,5.538e+06,2.032e+00,8.307e+06,3.048e+00,2.725e+06
848,848,848,5.753e+06,2.031e+00,8.629e+06,3.046e+00,2.833e+06
864,864,864,5.972e+06,2.032e+00,8.958e+06,3.049e+00,2.938e+06
880,880,880,6.195e+06,2.031e+00,9.293e+06,3.047e+00,3.050e+06
896,896,896,6.423e+06,2.031e+00,9.634e+06,3.047e+00,3.162e+06
912,912,912,6.654e+06,2.031e+00,9.981e+06,3.046e+00,3.277e+06
928,928,928,6.889e+06,2.032e+00,1.033e+07,3.047e+00,3.391e+06
944,944,944,7.129e+06,2.032e+00,1.069e+07,3.048e+00,3.508e+06
960,960,960,7.373e+06,2.032e+00,1.106e+07,3.048e+00,3.629e+06
976,976,976,7.621e+06,2.032e+00,1.143e+07,3.048e+00,3.751e+06
992,992,992,7.873e+06,2.032e+00,1.181e+07,3.048e+00,3.875e+06
1008,1008,1008,8.129e+06,2.031e+00,1.219e+07,3.047e+00,4.002e+06
